,State,County,Base Estimate,2020,2021,2022
1003, Kentucky,Bourbon,20250,20290,20218.0,20093.0
1004, Kentucky,Boyd,48253,48197,47767.0,48110.0
1005, Kentucky,Boyle,30619,30753,30649.0,30904.0
1006, Kentucky,Bracken,8403,8402,8446.0,8452.0
1007, Kentucky,Breathitt,13717,13694,13527.0,13351.0
1008, Kentucky,Breckinridge,20433,20443,20652.0,20943.0
1009, Kentucky,Bullitt,82226,82355,83076.0,83836.0
1010, Kentucky,Butler,12371,12318,12279.0,12295.0
1011, Kentucky,Caldwell,12648,12634,12644.0,12570.0
1012, Kentucky,Calloway,37098,37145,37489.0,37685.0
1013, Kentucky,Campbell,93075,93129,92856.0,93300.0
1014, Kentucky,Carlisle,4819,4806,4760.0,4720.0
1015, Kentucky,Carroll,10809,10836,10884.0,10938.0
1016, Kentucky,Carter,26626,26607,26432.0,26395.0
1017, Kentucky,Casey,15946,15924,15951.0,15920.0
1018, Kentucky,Christian,72818,72768,73221.0,73037.0
1019, Kentucky,Clark,36993,37037,36925.0,37061.0
1020, Kentucky,Clay,20339,20310,20184.0,19913.0
1021, Kentucky,Clinton,9253,9232,9288.0,9123.0
1022, Kentucky,Crittenden,8988,9002,8939.0,8981.0
1023, Kentucky,Cumberland,5887,5860,5892.0,5946.0
1024, Kentucky,Daviess,103320,103391,103140.0,103222.0
1025, Kentucky,Edmonson,12133,12153,12213.0,12269.0
1026, Kentucky,Elliott,7352,7333,7375.0,7293.0
1027, Kentucky,Estill,14166,14161,14090.0,14044.0
1028, Kentucky,Fayette,322567,322613,320473.0,320347.0
1029, Kentucky,Fleming,15086,15098,15268.0,15288.0
1030, Kentucky,Floyd,35948,35804,35300.0,34978.0
1031, Kentucky,Franklin,51539,51589,51683.0,51607.0
1032, Kentucky,Fulton,6515,6512,6513.0,6382.0
1033, Kentucky,Gallatin,8693,8672,8766.0,8763.0
1034, Kentucky,Garrard,16949,16965,17385.0,17589.0
1035, Kentucky,Grant,24946,25014,25302.0,25502.0
1036, Kentucky,Graves,36657,36527,36634.0,36412.0
1037, Kentucky,Grayson,26418,26454,26582.0,26631.0
1038, Kentucky,Green,11109,11130,11308.0,11365.0
1039, Kentucky,Greenup,35970,35887,35682.0,35403.0
1040, Kentucky,Hancock,9097,9105,9083.0,9021.0
1041, Kentucky,Hardin,110694,110816,111766.0,111862.0
1042, Kentucky,Harlan,26833,26752,26177.0,25662.0
1043, Kentucky,Harrison,18692,18718,18964.0,19103.0
1044, Kentucky,Hart,19281,19289,19485.0,19600.0
1045, Kentucky,Henderson,44791,44668,44417.0,44046.0
1046, Kentucky,Henry,15682,15697,15704.0,15771.0
1047, Kentucky,Hickman,4523,4530,4430.0,4422.0
1048, Kentucky,Hopkins,45422,45366,45096.0,44812.0
1049, Kentucky,Jackson,12958,12962,12987.0,12973.0
1050, Kentucky,Jefferson,782956,782783,777378.0,773399.0
1051, Kentucky,Jessamine,52987,53016,53609.0,54254.0
1052, Kentucky,Johnson,22679,22644,22539.0,22244.0
1053, Kentucky,Kenton,169028,169246,169734.0,170313.0
1054, Kentucky,Knott,14253,14163,14033.0,13874.0
1055, Kentucky,Knox,30196,30183,30019.0,29791.0
1056, Kentucky,Larue,14869,14877,15024.0,15163.0
1057, Kentucky,Laurel,62613,62728,62592.0,62885.0
1058, Kentucky,Lawrence,16293,16303,16268.0,16109.0
1059, Kentucky,Lee,7394,7372,7454.0,7261.0
1060, Kentucky,Leslie,10516,10471,10298.0,10093.0
1061, Kentucky,Letcher,21551,21465,21245.0,20893.0
1062, Kentucky,Lewis,13079,13082,13006.0,12954.0
1063, Kentucky,Lincoln,24276,24249,24227.0,24360.0
1064, Kentucky,Livingston,8892,8873,8984.0,8963.0
1065, Kentucky,Logan,27433,27515,27815.0,27877.0
1066, Kentucky,Lyon,8683,8678,8436.0,9101.0
1067, Kentucky,McCracken,67871,67911,67612.0,67490.0
1068, Kentucky,McCreary,16887,16857,16681.0,16701.0
1069, Kentucky,McLean,9152,9134,9127.0,9105.0
1070, Kentucky,Madison,92707,92983,93473.0,95187.0
1071, Kentucky,Magoffin,11639,11604,11476.0,11357.0
1072, Kentucky,Marion,19577,19588,19758.0,19775.0
1073, Kentucky,Marshall,31661,31685,31820.0,31777.0
1074, Kentucky,Martin,11287,11249,11157.0,11095.0
1075, Kentucky,Mason,17121,17130,16965.0,16930.0
1076, Kentucky,Meade,30011,30030,30132.0,30001.0
1077, Kentucky,Menifee,6114,6135,6209.0,6250.0
1078, Kentucky,Mercer,22643,22652,22872.0,22902.0
1079, Kentucky,Metcalfe,10288,10286,10363.0,10370.0
1080, Kentucky,Monroe,11336,11316,11269.0,11355.0
1081, Kentucky,Montgomery,28104,28104,28231.0,28367.0
1082, Kentucky,Morgan,13724,13729,13682.0,14120.0
1083, Kentucky,Muhlenberg,30930,30886,30072.0,30455.0
1084, Kentucky,Nelson,46737,46784,47149.0,47392.0
1085, Kentucky,Nicholas,7532,7540,7750.0,7805.0
1086, Kentucky,Ohio,23772,23746,23730.0,23527.0
1087, Kentucky,Oldham,67609,67692,68232.0,69431.0
1088, Kentucky,Owen,11271,11304,11307.0,11290.0
1089, Kentucky,Owsley,4052,4031,3967.0,3929.0
1090, Kentucky,Pendleton,14652,14652,14611.0,14676.0
1091, Kentucky,Perry,28465,28360,27906.0,27361.0
1092, Kentucky,Pike,58663,58443,57362.0,56286.0
1093, Kentucky,Powell,13128,13095,13110.0,13083.0
1094, Kentucky,Pulaski,65033,65104,65561.0,65795.0
1095, Kentucky,Robertson,2192,2181,2250.0,2229.0
1096, Kentucky,Rockcastle,16042,16064,16151.0,16242.0
1097, Kentucky,Rowan,24654,24716,24586.0,24388.0
1098, Kentucky,Russell,17990,17995,18195.0,18178.0
1099, Kentucky,Scott,57153,57520,58312.0,59099.0
1100, Kentucky,Shelby,48101,48243,48580.0,48886.0
1101, Kentucky,Simpson,19595,19626,19716.0,19949.0
1102, Kentucky,Spencer,19433,19510,19895.0,20204.0
1103, Kentucky,Taylor,26019,26000,26158.0,26407.0
1104, Kentucky,Todd,12249,12289,12321.0,12404.0
1105, Kentucky,Trigg,14057,14080,14202.0,14332.0
1106, Kentucky,Trimble,8470,8461,8553.0,8539.0
1107, Kentucky,Union,13670,13665,13166.0,12961.0
1108, Kentucky,Warren,134551,135013,137148.0,139843.0
1109, Kentucky,Washington,12028,12042,12091.0,12061.0
1110, Kentucky,Wayne,19559,19542,19569.0,19681.0
1111, Kentucky,Webster,13014,13017,12857.0,12726.0
1112, Kentucky,Whitley,36715,36695,36699.0,36873.0
1113, Kentucky,Wolfe,6561,6556,6491.0,6400.0
1114, Kentucky,Woodford,26874,26902,27090.0,27062.0
1115, Louisiana,Acadia,57569,57472,57262.0,56744.0
1116, Louisiana,Allen,22751,22684,22604.0,22320.0
1117, Louisiana,Ascension,126498,126966,128502.0,130458.0
1118, Louisiana,Assumption,21040,20957,20726.0,20604.0
1119, Louisiana,Avoyelles,39690,39638,39265.0,38751.0
1120, Louisiana,Beauregard,36554,36600,36619.0,36570.0
1121, Louisiana,Bienville,12989,12918,12800.0,12641.0
1122, Louisiana,Bossier,128736,128717,129402.0,129276.0
1123, Louisiana,Caddo,237857,236928,232741.0,229025.0
1124, Louisiana,Calcasieu,216779,216465,205095.0,202418.0
1125, Louisiana,Caldwell,9642,9611,9593.0,9554.0
1126, Louisiana,Cameron,5619,5623,5099.0,4902.0
1127, Louisiana,Catahoula,8903,8841,8712.0,8566.0
1128, Louisiana,Claiborne,14168,14103,13990.0,13744.0
1129, Louisiana,Concordia,18681,18568,18373.0,18116.0
1130, Louisiana,De,26809,26838,26934.0,26853.0
1131, Louisiana,East,456781,455886,453653.0,450544.0
1132, Louisiana,East,7460,7397,7242.0,6990.0
1133, Louisiana,East,19536,19450,19319.0,19135.0
1134, Louisiana,Evangeline,32351,32304,32190.0,31986.0
1135, Louisiana,Franklin,19774,19712,19593.0,19308.0
1136, Louisiana,Grant,22163,22135,22212.0,22000.0
1137, Louisiana,Iberia,70293,70054,69298.0,68327.0
1138, Louisiana,Iberville,30240,30058,29713.0,29506.0
1139, Louisiana,Jackson,15034,14997,14922.0,14839.0
1140, Louisiana,Jefferson,440794,439712,433929.0,425884.0
1141, Louisiana,Jefferson,32250,32210,32413.0,32026.0
1142, Louisiana,Lafayette,241756,242148,244922.0,247866.0
1143, Louisiana,Lafourche,97552,97434,97537.0,95870.0
1144, Louisiana,LaSalle,14797,14822,14793.0,14729.0
1145, Louisiana,Lincoln,48398,48304,48153.0,48129.0
1146, Louisiana,Livingston,142284,142824,146230.0,148425.0
1147, Louisiana,Madison,10015,9923,9804.0,9478.0
1148, Louisiana,Morehouse,25629,25453,25000.0,24446.0
1149, Louisiana,Natchitoches,37519,37388,36995.0,36663.0
1150, Louisiana,Orleans,383998,383218,377063.0,369749.0
1151, Louisiana,Ouachita,160364,160096,158919.0,157702.0
1152, Louisiana,Plaquemines,23515,23458,23284.0,22516.0
1153, Louisiana,Pointe,20757,20670,20323.0,20151.0
1154, Louisiana,Rapides,130030,129657,128748.0,127189.0
1155, Louisiana,Red,7624,7587,7490.0,7420.0
1156, Louisiana,Richland,20049,20032,19890.0,19826.0
1157, Louisiana,Sabine,22144,22093,22098.0,21985.0
1158, Louisiana,St.,43766,43853,44330.0,44479.0
1159, Louisiana,St.,52548,52507,52405.0,50998.0
1160, Louisiana,St.,10925,10901,10921.0,10822.0
1161, Louisiana,St.,20194,20117,19790.0,19423.0
1162, Louisiana,St.,42477,42355,42021.0,39864.0
1163, Louisiana,St.,82552,82302,82283.0,81773.0
1164, Louisiana,St.,51766,51628,51573.0,51236.0
1165, Louisiana,St.,49405,49143,48188.0,47789.0
1166, Louisiana,St.,264575,264986,270087.0,273263.0
1167, Louisiana,Tangipahoa,133149,133635,135508.0,137048.0
1168, Louisiana,Tensas,4147,4107,4034.0,3846.0
1169, Louisiana,Terrebonne,109583,109405,109013.0,104786.0
1170, Louisiana,Union,21106,21090,20996.0,20721.0
1171, Louisiana,Vermilion,56973,56918,56854.0,56952.0
1172, Louisiana,Vernon,48754,48625,48056.0,47247.0
1173, Louisiana,Washington,45456,45344,45176.0,45025.0
1174, Louisiana,Webster,36963,36875,36024.0,35643.0
1175, Louisiana,West,27201,27258,27805.0,28034.0
1176, Louisiana,West,9755,9693,9596.0,9475.0
1177, Louisiana,West,15307,15250,15481.0,15381.0
1178, Louisiana,Winn,13755,13721,13507.0,13205.0
1179, Maine,Androscoggin,111147,111180,112648.0,113023.0
1180, Maine,Aroostook,67107,67064,67022.0,67255.0
1181, Maine,Cumberland,303076,303570,306149.0,307451.0
1182, Maine,Franklin,29447,29460,30275.0,30474.0
1183, Maine,Hancock,55477,55500,56403.0,56701.0
1184, Maine,Kennebec,123636,123832,124824.0,125540.0
1185, Maine,Knox,40608,40657,41074.0,41164.0
1186, Maine,Lincoln,35240,35249,35985.0,36215.0
1187, Maine,Oxford,57766,57894,58719.0,59495.0
1188, Maine,Penobscot,152202,152165,152834.0,153704.0
1189, Maine,Piscataquis,16799,16805,17184.0,17417.0
1190, Maine,Sagadahoc,36699,36724,37190.0,37393.0
1191, Maine,Somerset,50472,50460,50715.0,51098.0
1192, Maine,Waldo,39596,39654,39984.0,40241.0
1193, Maine,Washington,31088,31087,31166.0,31437.0
1194, Maine,York,211981,212256,215066.0,216732.0
1195, Maryland,Allegany,68115,67955,67691.0,67267.0
1196, Maryland,Anne,588265,589054,592052.0,593286.0
1197, Maryland,Baltimore,854554,853325,850634.0,846161.0
1198, Maryland,Calvert,92785,92905,94226.0,94573.0
1199, Maryland,Caroline,33299,33273,33413.0,33433.0
1200, Maryland,Carroll,172890,172923,174208.0,175305.0
1201, Maryland,Cecil,103726,103793,104096.0,104942.0
1202, Maryland,Charles,166621,166726,168870.0,170102.0
1203, Maryland,Dorchester,32530,32528,32625.0,32726.0
1204, Maryland,Frederick,271709,272765,280410.0,287079.0
1205, Maryland,Garrett,28804,28792,28757.0,28579.0
1206, Maryland,Harford,260924,261213,263292.0,263867.0
1207, Maryland,Howard,332316,332786,335287.0,335411.0
1208, Maryland,Kent,19195,19114,19254.0,19320.0
1209, Maryland,Montgomery,1062054,1060825,1055924.0,1052521.0
1210, Maryland,Prince,967194,965290,956254.0,946971.0
1211, Maryland,Queen,49871,50023,50900.0,51711.0
1212, Maryland,St.,113775,113987,114664.0,114877.0
1213, Maryland,Somerset,24618,24564,24528.0,24546.0
1214, Maryland,Talbot,37520,37481,37796.0,37932.0
1215, Maryland,Washington,154709,154677,155197.0,155590.0
1216, Maryland,Wicomico,103586,103556,104181.0,104664.0
1217, Maryland,Worcester,52460,52511,53370.0,53866.0
1218, Maryland,Baltimore,585693,583139,576981.0,569931.0
1219, Massachusetts,Barnstable,229004,228856,232594.0,232457.0
1220, Massachusetts,Berkshire,129036,128774,128621.0,127859.0
1221, Massachusetts,Bristol,579210,576737,579895.0,580068.0
1222, Massachusetts,Dukes,20595,20579,21109.0,20868.0
1223, Massachusetts,Essex,809818,808491,807485.0,806765.0
1224, Massachusetts,Franklin,71035,70930,70943.0,70894.0
1225, Massachusetts,Hampden,465834,464407,462849.0,461041.0
1226, Massachusetts,Hampshire,162305,146592,163088.0,162588.0
1227, Massachusetts,Middlesex,1632002,1628671,1617099.0,1617105.0
1228, Massachusetts,Nantucket,14251,14237,14499.0,14421.0
1229, Massachusetts,Norfolk,725999,724322,724692.0,725531.0
1230, Massachusetts,Plymouth,530820,530154,532919.0,533069.0
1231, Massachusetts,Suffolk,797941,793271,771765.0,766381.0
1232, Massachusetts,Worcester,862099,859708,862132.0,862927.0
1233, Michigan,Alcona,10167,10189,10300.0,10417.0
1234, Michigan,Alger,8837,8842,8789.0,8807.0
1235, Michigan,Allegan,120499,120647,121010.0,121210.0
1236, Michigan,Alpena,28909,28880,28916.0,28847.0
1237, Michigan,Antrim,23428,23459,23884.0,24249.0
1238, Michigan,Arenac,15007,15003,15000.0,15089.0
1239, Michigan,Baraga,8149,8140,8291.0,8277.0
1240, Michigan,Barry,62428,62598,63170.0,63554.0
1241, Michigan,Bay,103856,103733,103251.0,102821.0
1242, Michigan,Benzie,17973,17997,18236.0,18297.0
1243, Michigan,Berrien,154320,154183,153377.0,152900.0
1244, Michigan,Branch,44860,44868,45202.0,44531.0
1245, Michigan,Calhoun,134293,134184,133878.0,133289.0
1246, Michigan,Cass,51591,51550,51501.0,51403.0
1247, Michigan,Charlevoix,26051,26034,26215.0,26293.0
1248, Michigan,Cheboygan,25586,25584,25735.0,25940.0
1249, Michigan,Chippewa,36784,36781,35867.0,36293.0
1250, Michigan,Clare,30857,30834,31128.0,31352.0
1251, Michigan,Clinton,79123,79157,79499.0,79748.0
1252, Michigan,Crawford,12994,12993,13292.0,13491.0
1253, Michigan,Delta,36896,36860,36834.0,36741.0
1254, Michigan,Dickinson,25952,25898,25795.0,25874.0
1255, Michigan,Eaton,109174,109176,109030.0,108992.0
1256, Michigan,Emmet,34105,34104,34280.0,34163.0
1257, Michigan,Genesee,406217,405757,404662.0,401983.0
1258, Michigan,Gladwin,25386,25375,25528.0,25728.0
1259, Michigan,Gogebic,14377,14346,14356.0,14319.0
1260, Michigan,Grand,95246,95411,96013.0,96464.0
1261, Michigan,Gratiot,41752,41667,41269.0,41100.0
1262, Michigan,Hillsdale,45759,45733,45609.0,45762.0
1263, Michigan,Houghton,37360,37238,37444.0,37035.0
1264, Michigan,Huron,31408,31371,31354.0,31248.0
1265, Michigan,Ingham,284891,284640,271427.0,284108.0
1266, Michigan,Ionia,66793,66855,66797.0,66809.0
1267, Michigan,Iosco,25230,25185,25374.0,25521.0
1268, Michigan,Iron,11628,11628,11576.0,11622.0
1269, Michigan,Isabella,64396,64513,64291.0,64447.0
1270, Michigan,Jackson,160375,160225,160266.0,160066.0
1271, Michigan,Kalamazoo,261663,261767,260688.0,261173.0
1272, Michigan,Kalkaska,17928,17916,17958.0,18182.0
1273, Michigan,Kent,657984,658460,659000.0,659083.0
1274, Michigan,Keweenaw,2055,2068,2118.0,2180.0
1275, Michigan,Lake,12100,12094,12261.0,12594.0
1276, Michigan,Lapeer,88615,88572,88686.0,88780.0
1277, Michigan,Leelanau,22304,22312,22630.0,22870.0
1278, Michigan,Lenawee,99424,99320,99202.0,98567.0
1279, Michigan,Livingston,193869,193971,195277.0,196161.0
1280, Michigan,Luce,5339,5336,5337.0,5330.0
1281, Michigan,Mackinac,10831,10816,10899.0,10941.0
1282, Michigan,Macomb,881219,880176,877385.0,874195.0
1283, Michigan,Manistee,25029,25061,25299.0,25287.0
1284, Michigan,Marquette,66020,66012,65800.0,66661.0
1285, Michigan,Mason,29063,29038,29381.0,29409.0
1286, Michigan,Mecosta,39713,39792,40057.0,40720.0
1287, Michigan,Menominee,23500,23450,23323.0,23266.0
1288, Michigan,Midland,83498,83481,83426.0,83674.0
1289, Michigan,Missaukee,15048,15057,15164.0,15213.0
1290, Michigan,Monroe,154812,154893,155646.0,155609.0
1291, Michigan,Montcalm,66622,66648,67458.0,67433.0
1292, Michigan,Montmorency,9154,9164,9302.0,9569.0
1293, Michigan,Muskegon,175814,175848,176612.0,176565.0
1294, Michigan,Newaygo,49971,50095,50468.0,50886.0
1295, Michigan,Oakland,1274395,1272413,1271891.0,1269431.0
1296, Michigan,Oceana,26658,26713,26884.0,26973.0
1297, Michigan,Ogemaw,20769,20779,20783.0,20970.0
1298, Michigan,Ontonagon,5814,5805,5855.0,5863.0
1299, Michigan,Osceola,22890,22906,23176.0,23274.0
1300, Michigan,Oscoda,8225,8239,8328.0,8404.0
1301, Michigan,Otsego,25095,25138,25351.0,25644.0
1302, Michigan,Ottawa,296207,296889,298317.0,300873.0
1303, Michigan,Presque,12981,12997,13173.0,13361.0
1304, Michigan,Roscommon,23450,23466,23677.0,23708.0
1305, Michigan,Saginaw,190128,189860,189590.0,188330.0
1306, Michigan,St.,160382,160375,160384.0,160151.0
1307, Michigan,St.,60939,60931,60850.0,60874.0
1308, Michigan,Sanilac,40619,40502,40604.0,40657.0
1309, Michigan,Schoolcraft,8049,8056,8060.0,8188.0
1310, Michigan,Shiawassee,68095,68006,67998.0,68022.0
1311, Michigan,Tuscola,53322,53310,53046.0,52945.0
1312, Michigan,Van,75593,75576,75703.0,75692.0
1313, Michigan,Washtenaw,372265,371817,364998.0,366376.0
1314, Michigan,Wayne,1793549,1789129,1773073.0,1757043.0
1315, Michigan,Wexford,33668,33685,33940.0,34196.0
1316, Minnesota,Aitkin,15703,15718,15945.0,16126.0
1317, Minnesota,Anoka,363892,364458,367416.0,368864.0
1318, Minnesota,Becker,35176,35194,35326.0,35371.0
1319, Minnesota,Beltrami,46230,46243,46420.0,46799.0
1320, Minnesota,Benton,41381,41357,41496.0,41463.0
1321, Minnesota,Big,5168,5158,5162.0,5144.0
1322, Minnesota,Blue,69129,69211,69361.0,69631.0
1323, Minnesota,Brown,25914,25903,25883.0,25723.0
1324, Minnesota,Carlton,36201,36193,36455.0,36708.0
1325, Minnesota,Carver,106914,107284,108826.0,110034.0
1326, Minnesota,Cass,30065,30142,30638.0,31274.0
1327, Minnesota,Chippewa,12594,12596,12390.0,12284.0
1328, Minnesota,Chisago,56621,56713,57544.0,57988.0
1329, Minnesota,Clay,65309,65332,65665.0,65929.0
1330, Minnesota,Clearwater,8521,8571,8574.0,8649.0
1331, Minnesota,Cook,5599,5595,5623.0,5708.0
1332, Minnesota,Cottonwood,11506,11509,11578.0,11356.0
1333, Minnesota,Crow,66122,66277,67345.0,67948.0
1334, Minnesota,Dakota,439884,440393,442773.0,443341.0
1335, Minnesota,Dodge,20873,20895,20964.0,20981.0
1336, Minnesota,Douglas,39002,39089,39305.0,39668.0
1337, Minnesota,Faribault,13922,13901,13910.0,13926.0
1338, Minnesota,Fillmore,21229,21234,21303.0,21414.0
1339, Minnesota,Freeborn,30901,30902,30808.0,30718.0
1340, Minnesota,Goodhue,47580,47575,48018.0,48013.0
1341, Minnesota,Grant,6075,6094,6161.0,6136.0
1342, Minnesota,Hennepin,1281568,1281568,1266736.0,1260121.0
1343, Minnesota,Houston,18849,18851,18829.0,18800.0
1344, Minnesota,Hubbard,21348,21392,21745.0,21960.0
1345, Minnesota,Isanti,41133,41385,41951.0,42727.0
1346, Minnesota,Itasca,45018,45035,45058.0,45205.0
1347, Minnesota,Jackson,9992,9992,10015.0,9893.0
1348, Minnesota,Kanabec,16027,16049,16187.0,16463.0
1349, Minnesota,Kandiyohi,43733,43726,43865.0,43839.0
1350, Minnesota,Kittson,4217,4198,4162.0,4059.0
1351, Minnesota,Koochiching,12059,12025,11944.0,11844.0
1352, Minnesota,Lac,6722,6702,6715.0,6689.0
1353, Minnesota,Lake,10910,10918,11009.0,10939.0
1354, Minnesota,Lake,3765,3764,3821.0,3871.0
1355, Minnesota,Le,28672,28639,28918.0,29153.0
1356, Minnesota,Lincoln,5644,5628,5563.0,5580.0
1357, Minnesota,Lyon,25268,25170,25267.0,25262.0
1358, Minnesota,McLeod,36759,36738,36807.0,36714.0
1359, Minnesota,Mahnomen,5400,5372,5387.0,5328.0
1360, Minnesota,Marshall,9032,9026,8979.0,8861.0
1361, Minnesota,Martin,20024,19982,19899.0,19650.0
1362, Minnesota,Meeker,23400,23431,23391.0,23496.0
1363, Minnesota,Mille,26467,26462,26892.0,27280.0
1364, Minnesota,Morrison,34010,33995,34071.0,34246.0
1365, Minnesota,Mower,40034,40054,40214.0,40140.0
1366, Minnesota,Murray,8175,8172,8145.0,8060.0
1367, Minnesota,Nicollet,34464,34504,34373.0,34441.0
1368, Minnesota,Nobles,22294,22207,22047.0,21947.0
1369, Minnesota,Norman,6442,6435,6442.0,6377.0
1370, Minnesota,Olmsted,162849,163028,163620.0,164020.0
1371, Minnesota,Otter,60074,60072,60222.0,60519.0
1372, Minnesota,Pennington,13999,13950,13806.0,13845.0
1373, Minnesota,Pine,28883,28889,29034.0,29446.0
1374, Minnesota,Pipestone,9416,9414,9352.0,9355.0
1375, Minnesota,Polk,31194,31083,30817.0,30731.0
1376, Minnesota,Pope,11309,11326,11418.0,11431.0
1377, Minnesota,Ramsey,552362,551699,542861.0,536413.0
1378, Minnesota,Red,3936,3940,3932.0,3874.0
1379, Minnesota,Redwood,15419,15408,15397.0,15361.0
1380, Minnesota,Renville,14730,14697,14628.0,14525.0
1381, Minnesota,Rice,67098,67086,67375.0,67693.0
1382, Minnesota,Rock,9701,9684,9674.0,9537.0
1383, Minnesota,Roseau,15323,15293,15260.0,15292.0
1384, Minnesota,St.,200223,200064,199332.0,199532.0
1385, Minnesota,Scott,150930,151350,153408.0,154520.0
1386, Minnesota,Sherburne,97186,97580,99248.0,100824.0
1387, Minnesota,Sibley,14842,14810,14927.0,14955.0
1388, Minnesota,Stearns,158297,158467,159144.0,160405.0
1389, Minnesota,Steele,37400,37375,37409.0,37398.0
1390, Minnesota,Stevens,9673,9666,9704.0,9637.0
1391, Minnesota,Swift,9835,9804,9781.0,9755.0
1392, Minnesota,Todd,25253,25277,25307.0,25538.0
1393, Minnesota,Traverse,3366,3361,3287.0,3275.0
1394, Minnesota,Wabasha,21380,21400,21514.0,21658.0
1395, Minnesota,Wadena,14065,14119,14184.0,14307.0
1396, Minnesota,Waseca,18966,18964,18992.0,18893.0
1397, Minnesota,Washington,267563,268372,272610.0,275912.0
1398, Minnesota,Watonwan,11251,11231,11158.0,11075.0
1399, Minnesota,Wilkin,6513,6482,6410.0,6350.0
1400, Minnesota,Winona,49662,49640,49750.0,49478.0
1401, Minnesota,Wright,141336,141860,145143.0,148003.0
1402, Minnesota,Yellow,9533,9504,9446.0,9486.0
1403, Mississippi,Adams,29538,29419,28804.0,28408.0
1404, Mississippi,Alcorn,34743,34727,34429.0,34204.0
1405, Mississippi,Amite,12721,12699,12644.0,12619.0
1406, Mississippi,Attala,17885,17816,17706.0,17509.0
1407, Mississippi,Benton,7644,7661,7630.0,7550.0
1408, Mississippi,Bolivar,30973,30827,30180.0,29370.0
1409, Mississippi,Calhoun,13267,13222,12936.0,12781.0
1410, Mississippi,Carroll,9995,9930,9817.0,9731.0
1411, Mississippi,Chickasaw,17103,17078,16973.0,16812.0
1412, Mississippi,Choctaw,8246,8208,8113.0,8037.0
1413, Mississippi,Claiborne,9135,9099,8898.0,8805.0
1414, Mississippi,Clarke,15615,15546,15457.0,15271.0
1415, Mississippi,Clay,18635,18621,18500.0,18380.0
1416, Mississippi,Coahoma,21393,21230,20732.0,20197.0
1417, Mississippi,Copiah,28371,28268,27927.0,27719.0
1418, Mississippi,Covington,18339,18298,18250.0,18098.0
1419, Mississippi,DeSoto,185317,186107,189042.0,191723.0
1420, Mississippi,Forrest,78163,78185,77883.0,78110.0
1421, Mississippi,Franklin,7681,7665,7689.0,7642.0
1422, Mississippi,George,24348,24364,24793.0,25206.0
1423, Mississippi,Greene,13533,13530,13643.0,13552.0
1424, Mississippi,Grenada,21627,21572,21312.0,21088.0
1425, Mississippi,Hancock,46047,46117,46046.0,46094.0
1426, Mississippi,Harrison,208621,208811,209642.0,211044.0
1427, Mississippi,Hinds,227750,226763,222508.0,217730.0
1428, Mississippi,Holmes,17001,16879,16476.0,16121.0
1429, Mississippi,Humphreys,7790,7735,7548.0,7333.0
1430, Mississippi,Issaquena,1335,1325,1297.0,1273.0
1431, Mississippi,Itawamba,23861,23862,23866.0,23903.0
1432, Mississippi,Jackson,143259,143377,144438.0,144975.0
1433, Mississippi,Jasper,16370,16352,16265.0,16167.0
1434, Mississippi,Jefferson,7260,7249,7156.0,7087.0
1435, Mississippi,Jefferson,11323,11271,11158.0,11088.0
1436, Mississippi,Jones,67248,67163,66839.0,66569.0
1437, Mississippi,Kemper,8981,8956,8781.0,8654.0
1438, Mississippi,Lafayette,55812,55907,56857.0,57615.0
1439, Mississippi,Lamar,64223,64384,65395.0,65783.0
1440, Mississippi,Lauderdale,72983,72672,71871.0,70904.0
1441, Mississippi,Lawrence,12015,11982,11774.0,11713.0
1442, Mississippi,Leake,21272,21245,21247.0,21135.0
1443, Mississippi,Lee,83347,83310,83043.0,82959.0
1444, Mississippi,Leflore,28348,28191,27398.0,26570.0
1445, Mississippi,Lincoln,34906,34822,34907.0,34717.0
1446, Mississippi,Lowndes,58882,58767,58129.0,57603.0
1447, Mississippi,Madison,109149,109251,109919.0,111113.0
1448, Mississippi,Marion,24438,24370,24271.0,24050.0
1449, Mississippi,Marshall,33755,33778,33820.0,34110.0
1450, Mississippi,Monroe,34179,34138,33913.0,33577.0
1451, Mississippi,Montgomery,9822,9796,9704.0,9530.0
1452, Mississippi,Neshoba,29094,28988,28863.0,28673.0
1453, Mississippi,Newton,21293,21255,21117.0,21029.0
1454, Mississippi,Noxubee,10279,10228,10114.0,9990.0
1455, Mississippi,Oktibbeha,51780,51698,51808.0,51427.0
1456, Mississippi,Panola,33209,33171,32919.0,32661.0
1457, Mississippi,Pearl,56144,56198,56505.0,57261.0
1458, Mississippi,Perry,11514,11458,11490.0,11368.0
1459, Mississippi,Pike,40329,40190,39957.0,39644.0
1460, Mississippi,Pontotoc,31192,31194,31336.0,31389.0
1461, Mississippi,Prentiss,25000,24962,24921.0,24792.0
1462, Mississippi,Quitman,6173,6154,5911.0,5701.0
1463, Mississippi,Rankin,157026,157149,158183.0,158979.0
1464, Mississippi,Scott,27987,27968,27650.0,27707.0
1465, Mississippi,Sharkey,3798,3769,3648.0,3488.0
1466, Mississippi,Simpson,25950,25892,25686.0,25587.0
1467, Mississippi,Smith,14209,14194,14191.0,14092.0
1468, Mississippi,Stone,18336,18332,18589.0,18669.0
1469, Mississippi,Sunflower,25973,25853,25328.0,24811.0
1470, Mississippi,Tallahatchie,12715,12650,12302.0,12035.0
1471, Mississippi,Tate,28066,28117,28118.0,28296.0
